Timestamp,four_turbine_avg_power,avg_windspeed
2016-01-01 00:00:00+00:00,185.03333333333333,5.883333333333333
2016-01-01 01:00:00+00:00,141.75833333333333,5.466666666666666
2016-01-01 02:00:00+00:00,12.666666666666666,4.383333333333334
2016-01-01 03:00:00+00:00,7.5874999999999995,4.308333333333334
2016-01-01 04:00:00+00:00,32.391666666666666,4.366666666666666
2016-01-01 05:00:00+00:00,-6.333333333333333,2.1333333333333333
2016-01-01 06:00:00+00:00,55.791666666666664,4.933333333333334
2016-01-01 07:00:00+00:00,144.82083333333333,5.75
2016-01-01 08:00:00+00:00,124.77499999999999,5.8
2016-01-01 09:00:00+00:00,77.84583333333333,5.341666666666666
2016-01-01 10:00:00+00:00,46.19583333333333,4.3500000000000005
2016-01-01 11:00:00+00:00,319.4458333333334,6.4750000000000005
2016-01-01 12:00:00+00:00,616.5541666666667,7.808333333333334
2016-01-01 13:00:00+00:00,708.2291666666666,7.699999999999999
2016-01-01 14:00:00+00:00,585.5333333333333,7.441666666666666
2016-01-01 15:00:00+00:00,532.4875000000001,7.1499999999999995
2016-01-01 16:00:00+00:00,716.2916666666666,7.658333333333334
2016-01-01 17:00:00+00:00,660.975,7.1499999999999995
2016-01-01 18:00:00+00:00,543.4625,7.358333333333333
2016-01-01 19:00:00+00:00,448.25833333333327,7.033333333333334
2016-01-01 20:00:00+00:00,418.8958333333333,6.983333333333333
2016-01-01 21:00:00+00:00,300.7375,6.558333333333334
2016-01-01 22:00:00+00:00,233.21666666666667,6.008333333333333
2016-01-01 23:00:00+00:00,435.39166666666665,6.966666666666666
2016-01-02 00:00:00+00:00,716.7208333333333,8.125
2016-01-02 01:00:00+00:00,736.4708333333333,8.208333333333334
2016-01-02 02:00:00+00:00,805.1208333333334,8.433333333333334
2016-01-02 03:00:00+00:00,894.4875000000001,9.458333333333334
2016-01-02 04:00:00+00:00,697.9375,7.325
2016-01-02 05:00:00+00:00,1015.0499999999998,9.291666666666666
2016-01-02 06:00:00+00:00,579.4125,7.074999999999999
2016-01-02 07:00:00+00:00,-13.154166666666667,2.0833333333333335
2016-01-02 08:00:00+00:00,-7.679166666666667,1.6916666666666667
2016-01-02 09:00:00+00:00,-5.033333333333334,1.6333333333333335
2016-01-02 10:00:00+00:00,45.9,3.4916666666666667
2016-01-02 11:00:00+00:00,77.05416666666666,4.358333333333333
2016-01-02 12:00:00+00:00,-2.1333333333333333,3.283333333333333
2016-01-02 13:00:00+00:00,-6.204166666666667,1.4666666666666668
2016-01-02 14:00:00+00:00,-3.8791666666666664,2.3833333333333333
